board_state	best_move	score_evaluation	mate_evaluation	candidate_moves
[(7, 7, 2), (6, 7, 1), (9, 6, 2), (5, 6, 1), (7, 6, 2), (7, 8, 1), (8, 9, 2), (3, 4, 1), (4, 5, 2), (6, 6, 1), (6, 8, 2), (8, 7, 1), (9, 5, 2), (8, 6, 1), (9, 8, 2)]	(9, 7)	None	-M12	{'(9, 7)': {'count': 8, 'move': (9, 7), 'evaluations': ['-M12', '-M12', '-M12', '-M12', '-M12', '-M12', '-M12', '-M12']}}
[(7, 7, 1), (6, 7, 2), (9, 6, 1), (5, 6, 2), (7, 6, 1), (7, 8, 2), (8, 9, 1), (3, 4, 2), (4, 5, 1), (6, 6, 2), (6, 8, 1), (8, 7, 2), (9, 5, 1), (8, 6, 2), (9, 8, 1), (9, 7, 2)]	(10, 7)	None	+M11	{'(10, 7)': {'count': 8, 'move': (10, 7), 'evaluations': ['+M11', '+M11', '+M11', '+M11', '+M11', '+M11', '+M11', '+M11']}}
[(7, 7, 2), (6, 7, 1), (9, 6, 2), (5, 6, 1), (7, 6, 2), (7, 8, 1), (8, 9, 2), (3, 4, 1), (4, 5, 2), (6, 6, 1), (6, 8, 2), (8, 7, 1), (9, 5, 2), (8, 6, 1), (9, 8, 2), (9, 7, 1), (10, 7, 2)]	(7, 10)	None	-M10	{'(7, 10)': {'count': 8, 'move': (7, 10), 'evaluations': ['-M10', '-M10', '-M10', '-M10', '-M10', '-M10', '-M10', '-M10']}}
[(7, 7, 1), (6, 7, 2), (9, 6, 1), (5, 6, 2), (7, 6, 1), (7, 8, 2), (8, 9, 1), (3, 4, 2), (4, 5, 1), (6, 6, 2), (6, 8, 1), (8, 7, 2), (9, 5, 1), (8, 6, 2), (9, 8, 1), (9, 7, 2), (10, 7, 1), (7, 10, 2)]	(8, 5)	None	+M9	{'(8, 5)': {'count': 8, 'move': (8, 5), 'evaluations': ['+M9', '+M9', '+M9', '+M9', '+M9', '+M9', '+M9', '+M9']}}
[(7, 7, 2), (6, 7, 1), (9, 6, 2), (5, 6, 1), (7, 6, 2), (7, 8, 1), (8, 9, 2), (3, 4, 1), (4, 5, 2), (6, 6, 1), (6, 8, 2), (8, 7, 1), (9, 5, 2), (8, 6, 1), (9, 8, 2), (9, 7, 1), (10, 7, 2), (7, 10, 1), (8, 5, 2)]	(7, 4)	None	-M8	{'(7, 4)': {'count': 8, 'move': (7, 4), 'evaluations': ['-M8', '-M8', '-M8', '-M8', '-M8', '-M8', '-M8', '-M8']}}
[(7, 7, 1), (6, 7, 2), (9, 6, 1), (5, 6, 2), (7, 6, 1), (7, 8, 2), (8, 9, 1), (3, 4, 2), (4, 5, 1), (6, 6, 2), (6, 8, 1), (8, 7, 2), (9, 5, 1), (8, 6, 2), (9, 8, 1), (9, 7, 2), (10, 7, 1), (7, 10, 2), (8, 5, 1), (7, 4, 2)]	(10, 8)	None	+M7	{'(10, 8)': {'count': 8, 'move': (10, 8), 'evaluations': ['+M7', '+M7', '+M7', '+M7', '+M7', '+M7', '+M7', '+M7']}}
[(7, 7, 2), (6, 7, 1), (9, 6, 2), (5, 6, 1), (7, 6, 2), (7, 8, 1), (8, 9, 2), (3, 4, 1), (4, 5, 2), (6, 6, 1), (6, 8, 2), (8, 7, 1), (9, 5, 2), (8, 6, 1), (9, 8, 2), (9, 7, 1), (10, 7, 2), (7, 10, 1), (8, 5, 2), (7, 4, 1), (10, 8, 2)]	(11, 8)	None	-M6	{'(11, 8)': {'count': 8, 'move': (11, 8), 'evaluations': ['-M6', '-M6', '-M6', '-M6', '-M6', '-M6', '-M6', '-M6']}}
[(7, 7, 1), (6, 7, 2), (9, 6, 1), (5, 6, 2), (7, 6, 1), (7, 8, 2), (8, 9, 1), (3, 4, 2), (4, 5, 1), (6, 6, 2), (6, 8, 1), (8, 7, 2), (9, 5, 1), (8, 6, 2), (9, 8, 1), (9, 7, 2), (10, 7, 1), (7, 10, 2), (8, 5, 1), (7, 4, 2), (10, 8, 1), (11, 8, 2)]	(10, 5)	None	+M5	{'(10, 5)': {'count': 8, 'move': (10, 5), 'evaluations': ['+M5', '+M5', '+M5', '+M5', '+M5', '+M5', '+M5', '+M5']}}
[(7, 7, 2), (6, 7, 1), (9, 6, 2), (5, 6, 1), (7, 6, 2), (7, 8, 1), (8, 9, 2), (3, 4, 1), (4, 5, 2), (6, 6, 1), (6, 8, 2), (8, 7, 1), (9, 5, 2), (8, 6, 1), (9, 8, 2), (9, 7, 1), (10, 7, 2), (7, 10, 1), (8, 5, 2), (7, 4, 1), (10, 8, 2), (11, 8, 1), (10, 5, 2)]	(7, 5)	None	-M4	{'(7, 5)': {'count': 8, 'move': (7, 5), 'evaluations': ['-M4', '-M4', '-M4', '-M4', '-M4', '-M4', '-M4', '-M4']}}
[(7, 7, 1), (6, 7, 2), (9, 6, 1), (5, 6, 2), (7, 6, 1), (7, 8, 2), (8, 9, 1), (3, 4, 2), (4, 5, 1), (6, 6, 2), (6, 8, 1), (8, 7, 2), (9, 5, 1), (8, 6, 2), (9, 8, 1), (9, 7, 2), (10, 7, 1), (7, 10, 2), (8, 5, 1), (7, 4, 2), (10, 8, 1), (11, 8, 2), (10, 5, 1), (7, 5, 2)]	(10, 6)	None	+M3	{'(10, 6)': {'count': 8, 'move': (10, 6), 'evaluations': ['+M3', '+M3', '+M3', '+M3', '+M3', '+M3', '+M3', '+M3']}}
[(7, 7, 2), (6, 7, 1), (9, 6, 2), (5, 6, 1), (7, 6, 2), (7, 8, 1), (8, 9, 2), (3, 4, 1), (4, 5, 2), (6, 6, 1), (6, 8, 2), (8, 7, 1), (9, 5, 2), (8, 6, 1), (9, 8, 2), (9, 7, 1), (10, 7, 2), (7, 10, 1), (8, 5, 2), (7, 4, 1), (10, 8, 2), (11, 8, 1), (10, 5, 2), (7, 5, 1), (10, 6, 2)]	(10, 4)	None	-M2	{'(10, 4)': {'count': 8, 'move': (10, 4), 'evaluations': ['-M2', '-M2', '-M2', '-M2', '-M2', '-M2', '-M2', '-M2']}}
[(7, 7, 1), (6, 7, 2), (9, 6, 1), (5, 6, 2), (7, 6, 1), (7, 8, 2), (8, 9, 1), (3, 4, 2), (4, 5, 1), (6, 6, 2), (6, 8, 1), (8, 7, 2), (9, 5, 1), (8, 6, 2), (9, 8, 1), (9, 7, 2), (10, 7, 1), (7, 10, 2), (8, 5, 1), (7, 4, 2), (10, 8, 1), (11, 8, 2), (10, 5, 1), (7, 5, 2), (10, 6, 1), (10, 4, 2)]	(10, 9)	None	+M1	{'(10, 9)': {'count': 8, 'move': (10, 9), 'evaluations': ['+M1', '+M1', '+M1', '+M1', '+M1', '+M1', '+M1', '+M1']}}
[(7, 7, 1), (6, 7, 2), (6, 6, 1), (7, 5, 2)]	(8, 8)	None	+M35	{'(8, 8)': {'count': 8, 'move': (8, 8), 'evaluations': ['+M35', '+M35', '+M35', '+M35', '+M35', '+M35', '+M35', '+M35']}}
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (7, 6, 2)]	(5, 6)	None	+M34	{'(5, 6)': {'count': 8, 'move': (5, 6), 'evaluations': ['+M35', '+M35', '+M35', '+M33', '+M33', '+M33', '+M33', '+M33']}}
[(7, 7, 2), (6, 7, 1), (6, 6, 2), (7, 5, 1), (8, 8, 2)]	(9, 9)	-238.0	-M32	{'(9, 9)': {'count': 8, 'move': (9, 9), 'evaluations': ['-241', '-239', '-234', '-M32', '-M32', '-M32', '-M32', '-M32']}}
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (7, 6, 2)]	(5, 6)	479.0	+M35	{'(5, 6)': {'count': 8, 'move': (5, 6), 'evaluations': ['463', '495', '+M37', '+M35', '+M35', '+M35', '+M35', '+M35']}}
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (7, 8, 2)]	(5, 9)	333.0	+M34	{'(5, 9)': {'count': 8, 'move': (5, 9), 'evaluations': ['290', '330', '358', '354', '+M35', '+M33', '+M33', '+M33']}}
[(7, 7, 1), (6, 7, 2), (6, 6, 1), (7, 5, 2), (8, 8, 1), (9, 9, 2)]	(5, 8)	None	+M32	{'(5, 8)': {'count': 8, 'move': (5, 8), 'evaluations': ['+M39', '+M31', '+M31', '+M31', '+M31', '+M31', '+M31', '+M31']}}
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (7, 8, 2), (5, 9, 1), (5, 6, 2)]	(5, 11)	652.5	+M29	{'(8, 6)': {'count': 3, 'move': (8, 6), 'evaluations': ['466', '839', '+M39']}, '(5, 11)': {'count': 5, 'move': (5, 11), 'evaluations': ['+M27', '+M27', '+M27', '+M27', '+M27']}}
[(7, 7, 2), (6, 6, 1), (5, 8, 2), (7, 8, 1), (5, 9, 2), (5, 6, 1), (5, 11, 2)]	(5, 7)	None	-M26	{'(5, 7)': {'count': 8, 'move': (5, 7), 'evaluations': ['-M26', '-M26', '-M26', '-M26', '-M26', '-M26', '-M26', '-M26']}}
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (7, 8, 2), (5, 9, 1), (5, 6, 2), (5, 11, 1), (5, 7, 2)]	(4, 10)	None	+M25	{'(4, 10)': {'count': 8, 'move': (4, 10), 'evaluations': ['+M25', '+M25', '+M25', '+M25', '+M25', '+M25', '+M25', '+M25']}}
[(7, 7, 2), (6, 6, 1), (5, 8, 2), (7, 8, 1), (5, 9, 2), (5, 6, 1), (5, 11, 2), (5, 7, 1), (4, 10, 2)]	(8, 6)	None	-M24	{'(8, 6)': {'count': 8, 'move': (8, 6), 'evaluations': ['-M24', '-M24', '-M24', '-M24', '-M24', '-M24', '-M24', '-M24']}}
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (7, 8, 2), (5, 9, 1), (5, 6, 2), (5, 11, 1), (5, 7, 2), (4, 10, 1), (8, 6, 2)]	(6, 8)	None	+M23	{'(6, 8)': {'count': 8, 'move': (6, 8), 'evaluations': ['+M23', '+M23', '+M23', '+M23', '+M23', '+M23', '+M23', '+M23']}}
[(7, 7, 2), (6, 6, 1), (5, 8, 2), (7, 8, 1), (5, 9, 2), (5, 6, 1), (5, 11, 2), (5, 7, 1), (4, 10, 2), (8, 6, 1), (6, 8, 2)]	(3, 11)	None	-M22	{'(3, 11)': {'count': 8, 'move': (3, 11), 'evaluations': ['-M22', '-M22', '-M22', '-M22', '-M22', '-M22', '-M22', '-M22']}}
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (7, 8, 2), (5, 9, 1), (5, 6, 2), (5, 11, 1), (5, 7, 2), (4, 10, 1), (8, 6, 2), (6, 8, 1), (3, 11, 2)]	(7, 6)	None	+M21	{'(7, 6)': {'count': 8, 'move': (7, 6), 'evaluations': ['+M21', '+M21', '+M21', '+M21', '+M21', '+M21', '+M21', '+M21']}}
[(7, 7, 2), (6, 6, 1), (5, 8, 2), (7, 8, 1), (5, 9, 2), (5, 6, 1), (5, 11, 2), (5, 7, 1), (4, 10, 2), (8, 6, 1), (6, 8, 2), (3, 11, 1), (7, 6, 2)]	(6, 7)	None	-M20	{'(6, 7)': {'count': 8, 'move': (6, 7), 'evaluations': ['-M20', '-M20', '-M20', '-M20', '-M20', '-M20', '-M20', '-M20']}}
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (7, 8, 2), (5, 9, 1), (5, 6, 2), (5, 11, 1), (5, 7, 2), (4, 10, 1), (8, 6, 2), (6, 8, 1), (3, 11, 2), (7, 6, 1), (6, 7, 2)]	(8, 9)	None	+M19	{'(8, 9)': {'count': 8, 'move': (8, 9), 'evaluations': ['+M19', '+M19', '+M19', '+M19', '+M19', '+M19', '+M19', '+M19']}}
[(7, 7, 2), (6, 6, 1), (5, 8, 2), (7, 8, 1), (5, 9, 2), (5, 6, 1), (5, 11, 2), (5, 7, 1), (4, 10, 2), (8, 6, 1), (6, 8, 2), (3, 11, 1), (7, 6, 2), (6, 7, 1), (8, 9, 2)]	(4, 8)	None	-M18	{'(4, 8)': {'count': 8, 'move': (4, 8), 'evaluations': ['-M18', '-M18', '-M18', '-M18', '-M18', '-M18', '-M18', '-M18']}}
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (7, 8, 2), (5, 9, 1), (5, 6, 2), (5, 11, 1), (5, 7, 2), (4, 10, 1), (8, 6, 2), (6, 8, 1), (3, 11, 2), (7, 6, 1), (6, 7, 2), (8, 9, 1), (4, 8, 2)]	(3, 9)	None	+M15	{'(3, 9)': {'count': 8, 'move': (3, 9), 'evaluations': ['+M15', '+M15', '+M15', '+M15', '+M15', '+M15', '+M15', '+M15']}}
[(7, 7, 2), (6, 6, 1), (5, 8, 2), (7, 8, 1), (5, 9, 2), (5, 6, 1), (5, 11, 2), (5, 7, 1), (4, 10, 2), (8, 6, 1), (6, 8, 2), (3, 11, 1), (7, 6, 2), (6, 7, 1), (8, 9, 2), (4, 8, 1), (3, 9, 2)]	(7, 5)	None	-M16	{'(2, 8)': {'count': 1, 'move': (2, 8), 'evaluations': ['-M16']}, '(7, 5)': {'count': 7, 'move': (7, 5), 'evaluations': ['-M16', '-M16', '-M16', '-M16', '-M16', '-M16', '-M16']}}
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (7, 8, 2), (5, 9, 1), (5, 6, 2), (5, 11, 1), (5, 7, 2), (4, 10, 1), (8, 6, 2), (6, 8, 1), (3, 11, 2), (7, 6, 1), (6, 7, 2), (8, 9, 1), (4, 8, 2), (3, 9, 1), (7, 5, 2)]	(8, 4)	None	+M13	{'(8, 4)': {'count': 8, 'move': (8, 4), 'evaluations': ['+M13', '+M13', '+M13', '+M13', '+M13', '+M13', '+M13', '+M13']}}
[(7, 7, 2), (6, 6, 1), (5, 8, 2), (7, 8, 1), (5, 9, 2), (5, 6, 1), (5, 11, 2), (5, 7, 1), (4, 10, 2), (8, 6, 1), (6, 8, 2), (3, 11, 1), (7, 6, 2), (6, 7, 1), (8, 9, 2), (4, 8, 1), (3, 9, 2), (7, 5, 1), (8, 4, 2)]	(4, 5)	None	-M14	{'(3, 4)': {'count': 1, 'move': (3, 4), 'evaluations': ['-M14']}, '(4, 5)': {'count': 7, 'move': (4, 5), 'evaluations': ['-M14', '-M14', '-M14', '-M14', '-M14', '-M14', '-M14']}}
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (7, 8, 2), (5, 9, 1), (5, 6, 2), (5, 11, 1), (5, 7, 2), (4, 10, 1), (8, 6, 2), (6, 8, 1), (3, 11, 2), (7, 6, 1), (6, 7, 2), (8, 9, 1), (4, 8, 2), (3, 9, 1), (7, 5, 2), (8, 4, 1), (4, 5, 2)]	(3, 4)	None	+M11	{'(3, 4)': {'count': 8, 'move': (3, 4), 'evaluations': ['+M11', '+M11', '+M11', '+M11', '+M11', '+M11', '+M11', '+M11']}}
[(7, 7, 2), (6, 6, 1), (5, 8, 2), (7, 8, 1), (5, 9, 2), (5, 6, 1), (5, 11, 2), (5, 7, 1), (4, 10, 2), (8, 6, 1), (6, 8, 2), (3, 11, 1), (7, 6, 2), (6, 7, 1), (8, 9, 2), (4, 8, 1), (3, 9, 2), (7, 5, 1), (8, 4, 2), (4, 5, 1), (3, 4, 2)]	(2, 8)	None	-M10	{'(6, 12)': {'count': 3, 'move': (6, 12), 'evaluations': ['-M12', '-M12', '-M10']}, '(2, 8)': {'count': 5, 'move': (2, 8), 'evaluations': ['-M10', '-M10', '-M10', '-M10', '-M10']}}
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (7, 8, 2), (5, 9, 1), (5, 6, 2), (5, 11, 1), (5, 7, 2), (4, 10, 1), (8, 6, 2), (6, 8, 1), (3, 11, 2), (7, 6, 1), (6, 7, 2), (8, 9, 1), (4, 8, 2), (3, 9, 1), (7, 5, 2), (8, 4, 1), (4, 5, 2), (3, 4, 1), (2, 8, 2)]	(6, 10)	None	+M9	{'(6, 10)': {'count': 8, 'move': (6, 10), 'evaluations': ['+M9', '+M9', '+M9', '+M9', '+M9', '+M9', '+M9', '+M9']}}
[(7, 7, 2), (6, 6, 1), (5, 8, 2), (7, 8, 1), (5, 9, 2), (5, 6, 1), (5, 11, 2), (5, 7, 1), (4, 10, 2), (8, 6, 1), (6, 8, 2), (3, 11, 1), (7, 6, 2), (6, 7, 1), (8, 9, 2), (4, 8, 1), (3, 9, 2), (7, 5, 1), (8, 4, 2), (4, 5, 1), (3, 4, 2), (2, 8, 1), (6, 10, 2)]	(5, 10)	None	-M8	{'(5, 10)': {'count': 8, 'move': (5, 10), 'evaluations': ['-M8', '-M8', '-M8', '-M8', '-M8', '-M8', '-M8', '-M8']}}
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (7, 8, 2), (5, 9, 1), (5, 6, 2), (5, 11, 1), (5, 7, 2), (4, 10, 1), (8, 6, 2), (6, 8, 1), (3, 11, 2), (7, 6, 1), (6, 7, 2), (8, 9, 1), (4, 8, 2), (3, 9, 1), (7, 5, 2), (8, 4, 1), (4, 5, 2), (3, 4, 1), (2, 8, 2), (6, 10, 1), (5, 10, 2)]	(7, 9)	None	+M7	{'(7, 9)': {'count': 8, 'move': (7, 9), 'evaluations': ['+M7', '+M7', '+M7', '+M7', '+M7', '+M7', '+M7', '+M7']}}
[(7, 7, 2), (6, 6, 1), (5, 8, 2), (7, 8, 1), (5, 9, 2), (5, 6, 1), (5, 11, 2), (5, 7, 1), (4, 10, 2), (8, 6, 1), (6, 8, 2), (3, 11, 1), (7, 6, 2), (6, 7, 1), (8, 9, 2), (4, 8, 1), (3, 9, 2), (7, 5, 1), (8, 4, 2), (4, 5, 1), (3, 4, 2), (2, 8, 1), (6, 10, 2), (5, 10, 1), (7, 9, 2)]	(4, 12)	None	-M6	{'(4, 12)': {'count': 8, 'move': (4, 12), 'evaluations': ['-M6', '-M6', '-M6', '-M6', '-M6', '-M6', '-M6', '-M6']}}
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (7, 8, 2), (5, 9, 1), (5, 6, 2), (5, 11, 1), (5, 7, 2), (4, 10, 1), (8, 6, 2), (6, 8, 1), (3, 11, 2), (7, 6, 1), (6, 7, 2), (8, 9, 1), (4, 8, 2), (3, 9, 1), (7, 5, 2), (8, 4, 1), (4, 5, 2), (3, 4, 1), (2, 8, 2), (6, 10, 1), (5, 10, 2), (7, 9, 1), (4, 12, 2)]	(6, 12)	None	+M5	{'(6, 12)': {'count': 8, 'move': (6, 12), 'evaluations': ['+M5', '+M5', '+M5', '+M5', '+M5', '+M5', '+M5', '+M5']}}
[(7, 7, 2), (6, 6, 1), (5, 8, 2), (7, 8, 1), (5, 9, 2), (5, 6, 1), (5, 11, 2), (5, 7, 1), (4, 10, 2), (8, 6, 1), (6, 8, 2), (3, 11, 1), (7, 6, 2), (6, 7, 1), (8, 9, 2), (4, 8, 1), (3, 9, 2), (7, 5, 1), (8, 4, 2), (4, 5, 1), (3, 4, 2), (2, 8, 1), (6, 10, 2), (5, 10, 1), (7, 9, 2), (4, 12, 1), (6, 12, 2)]	(7, 13)	None	-M4	{'(7, 13)': {'count': 8, 'move': (7, 13), 'evaluations': ['-M4', '-M4', '-M4', '-M4', '-M4', '-M4', '-M4', '-M4']}}
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (7, 8, 2), (5, 9, 1), (5, 6, 2), (5, 11, 1), (5, 7, 2), (4, 10, 1), (8, 6, 2), (6, 8, 1), (3, 11, 2), (7, 6, 1), (6, 7, 2), (8, 9, 1), (4, 8, 2), (3, 9, 1), (7, 5, 2), (8, 4, 1), (4, 5, 2), (3, 4, 1), (2, 8, 2), (6, 10, 1), (5, 10, 2), (7, 9, 1), (4, 12, 2), (6, 12, 1), (7, 13, 2)]	(6, 9)	None	+M3	{'(6, 9)': {'count': 8, 'move': (6, 9), 'evaluations': ['+M3', '+M3', '+M3', '+M3', '+M3', '+M3', '+M3', '+M3']}}
[(7, 7, 2), (6, 6, 1), (5, 8, 2), (7, 8, 1), (5, 9, 2), (5, 6, 1), (5, 11, 2), (5, 7, 1), (4, 10, 2), (8, 6, 1), (6, 8, 2), (3, 11, 1), (7, 6, 2), (6, 7, 1), (8, 9, 2), (4, 8, 1), (3, 9, 2), (7, 5, 1), (8, 4, 2), (4, 5, 1), (3, 4, 2), (2, 8, 1), (6, 10, 2), (5, 10, 1), (7, 9, 2), (4, 12, 1), (6, 12, 2), (7, 13, 1), (6, 9, 2)]	(9, 9)	None	-M2	{'(9, 9)': {'count': 8, 'move': (9, 9), 'evaluations': ['-M2', '-M2', '-M2', '-M2', '-M2', '-M2', '-M2', '-M2']}}
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (7, 8, 2), (5, 9, 1), (5, 6, 2), (5, 11, 1), (5, 7, 2), (4, 10, 1), (8, 6, 2), (6, 8, 1), (3, 11, 2), (7, 6, 1), (6, 7, 2), (8, 9, 1), (4, 8, 2), (3, 9, 1), (7, 5, 2), (8, 4, 1), (4, 5, 2), (3, 4, 1), (2, 8, 2), (6, 10, 1), (5, 10, 2), (7, 9, 1), (4, 12, 2), (6, 12, 1), (7, 13, 2), (6, 9, 1), (9, 9, 2)]	(6, 11)	None	+M1	{'(6, 11)': {'count': 8, 'move': (6, 11), 'evaluations': ['+M1', '+M1', '+M1', '+M1', '+M1', '+M1', '+M1', '+M1']}}
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (7, 6, 2)]	(5, 6)	616.6	+M42	{'(5, 6)': {'count': 8, 'move': (5, 6), 'evaluations': ['470', '617', '367', '+M41', '+M43', '+M43', '582', '1047']}}
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (8, 7, 2)]	(5, 6)	381.125	None	{'(5, 6)': {'count': 8, 'move': (5, 6), 'evaluations': ['314', '374', '373', '383', '379', '394', '397', '435']}}
[(7, 7, 1), (6, 7, 2), (5, 6, 1), (6, 6, 2)]	(6, 5)	248.0	None	{'(6, 5)': {'count': 8, 'move': (6, 5), 'evaluations': ['249', '227', '266', '265', '239', '245', '240', '253']}}
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (7, 8, 2)]	(8, 6)	212.375	None	{'(8, 6)': {'count': 8, 'move': (8, 6), 'evaluations': ['180', '219', '220', '245', '181', '224', '227', '203']}}
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (5, 7, 2)]	(4, 8)	392.625	None	{'(4, 8)': {'count': 8, 'move': (4, 8), 'evaluations': ['331', '388', '399', '320', '362', '346', '485', '510']}}
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (7, 6, 2)]	(5, 6)	522.625	None	{'(5, 6)': {'count': 8, 'move': (5, 6), 'evaluations': ['400', '534', '567', '626', '692', '704', '419', '239']}}
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (7, 6, 2)]	(5, 6)	526.75	+M40	{'(5, 6)': {'count': 8, 'move': (5, 6), 'evaluations': ['402', '469', '+M41', '+M39', '+M39', '723', '+M41', '513']}}
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (7, 9, 2)]	(6, 5)	373.625	None	{'(7, 5)': {'count': 3, 'move': (7, 5), 'evaluations': ['339', '395', '267']}, '(6, 5)': {'count': 4, 'move': (6, 5), 'evaluations': ['337', '439', '331', '478']}, '(6, 9)': {'count': 1, 'move': (6, 9), 'evaluations': ['403']}}
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (7, 6, 2)]	(6, 8)	250.125	None	{'(6, 8)': {'count': 6, 'move': (6, 8), 'evaluations': ['201', '256', '214', '257', '265', '286']}, '(5, 6)': {'count': 2, 'move': (5, 6), 'evaluations': ['250', '272']}}
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (7, 9, 2)]	(6, 5)	366.75	None	{'(6, 5)': {'count': 8, 'move': (6, 5), 'evaluations': ['315', '329', '407', '362', '350', '375', '453', '343']}}
[(7, 7, 1), (6, 6, 2), (7, 8, 1), (7, 9, 2)]	(8, 5)	250.625	None	{'(8, 5)': {'count': 5, 'move': (8, 5), 'evaluations': ['203', '280', '266', '305', '246']}, '(6, 5)': {'count': 3, 'move': (6, 5), 'evaluations': ['216', '226', '263']}}
[(7, 7, 1), (6, 7, 2), (5, 6, 1), (7, 6, 2)]	(5, 8)	276.0	None	{'(5, 8)': {'count': 8, 'move': (5, 8), 'evaluations': ['245', '283', '284', '287', '229', '262', '288', '330']}}
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (7, 8, 2)]	(6, 5)	245.25	None	{'(6, 5)': {'count': 4, 'move': (6, 5), 'evaluations': ['255', '234', '273', '199']}, '(8, 9)': {'count': 4, 'move': (8, 9), 'evaluations': ['202', '257', '277', '265']}}
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (7, 6, 2)]	(5, 6)	455.85714285714283	+M47	{'(5, 6)': {'count': 8, 'move': (5, 6), 'evaluations': ['287', '394', '470', '487', '588', '430', '+M47', '535']}}
[(7, 7, 1), (6, 6, 2), (7, 8, 1), (7, 9, 2)]	(8, 5)	293.625	None	{'(8, 5)': {'count': 8, 'move': (8, 5), 'evaluations': ['247', '497', '274', '285', '272', '273', '244', '257']}}
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (7, 8, 2)]	(6, 9)	383.75	None	{'(4, 9)': {'count': 1, 'move': (4, 9), 'evaluations': ['192']}, '(6, 9)': {'count': 7, 'move': (6, 9), 'evaluations': ['317', '298', '365', '522', '501', '450', '425']}}
[(7, 7, 1), (6, 7, 2), (7, 5, 1), (8, 6, 2)]	(6, 6)	291.0	None	{'(6, 6)': {'count': 8, 'move': (6, 6), 'evaluations': ['303', '305', '342', '284', '306', '182', '303', '303']}}
[(7, 7, 2), (6, 7, 1), (6, 6, 2), (7, 5, 1), (8, 8, 2), (9, 9, 1), (5, 8, 2)]	(6, 8)	-266.0	-M30	{'(5, 6)': {'count': 5, 'move': (5, 6), 'evaluations': ['-262', '-272', '-264', '-M30', '-M30']}, '(6, 8)': {'count': 3, 'move': (6, 8), 'evaluations': ['-M30', '-M30', '-M30']}}
[(7, 7, 2), (6, 7, 1), (6, 6, 2), (7, 5, 1), (8, 8, 2)]	(9, 9)	-308.0	None	{'(9, 9)': {'count': 8, 'move': (9, 9), 'evaluations': ['-235', '-295', '-355', '-375', '-250', '-309', '-364', '-281']}}
[(7, 7, 1), (6, 7, 2), (6, 6, 1), (7, 5, 2), (8, 8, 1), (9, 9, 2), (5, 8, 1), (6, 8, 2)]	(7, 9)	None	+M29	{'(7, 9)': {'count': 8, 'move': (7, 9), 'evaluations': ['+M29', '+M29', '+M29', '+M29', '+M29', '+M29', '+M29', '+M29']}}
[(7, 7, 2), (6, 7, 1), (6, 6, 2), (7, 5, 1), (8, 8, 2), (9, 9, 1), (5, 8, 2), (6, 8, 1), (7, 9, 2)]	(6, 9)	None	-M24	{'(6, 9)': {'count': 8, 'move': (6, 9), 'evaluations': ['-M24', '-M24', '-M24', '-M24', '-M24', '-M24', '-M24', '-M24']}}
[(7, 7, 1), (6, 7, 2), (6, 6, 1), (7, 5, 2), (8, 8, 1), (9, 9, 2), (5, 8, 1), (6, 8, 2), (7, 9, 1), (6, 9, 2)]	(6, 10)	None	+M25	{'(6, 10)': {'count': 8, 'move': (6, 10), 'evaluations': ['+M25', '+M25', '+M25', '+M25', '+M25', '+M25', '+M25', '+M25']}}
[(7, 7, 2), (6, 7, 1), (6, 6, 2), (7, 5, 1), (8, 8, 2), (9, 9, 1), (5, 8, 2), (6, 8, 1), (7, 9, 2), (6, 9, 1), (6, 10, 2)]	(5, 11)	None	-M22	{'(5, 11)': {'count': 8, 'move': (5, 11), 'evaluations': ['-M22', '-M22', '-M22', '-M22', '-M22', '-M22', '-M22', '-M22']}}
